Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Weakness to hit
A2,No,"Character%20List/Dagger%2039.png, Character%20List/Sword%2059.png, Character%20List/Axe%2037.png",Available in GL,4 de septiembre de 2025,14 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,14 de marzo de 2024,NieR Universe (NieR series),368,418,80,130,248,298,22 de marzo de 2023,"5,89",C (5.99 - 5.00),Never,3012,3832,Power,1 de marzo de 2022,D | 9.2-9.1,"9,2",A2,Thief,Memoir,NieR:Automata Crossover Guidance,Available in JP,,28 de noviembre de 2024,454,519,305,325,332,412,450,515,"Axe, Dagger, Sword"
Viola EX2,Unreleased in GL,"Character%20List/Sword%2060.png, Character%20List/Polearm%209.png, Character%20List/Dagger%2040.png, Character%20List/Axe%2038.png, Character%20List/Bow%2033.png, Character%20List/Staff%2011.png, Character%20List/Tome%2047.png, Character%20List/Fan%2036.png",Available in JP,,21 de mayo de 2026,21 de mayo de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,21 de mayo de 2026,Orsterra,308,358,297,347,326,376,,,,Never,3622,4442,Wealth,21 de mayo de 2026,S++ | 10.0,10,ヴィオラEx2,Warrior,Memoir,Traveler of Memories,Available in JP,,21 de mayo de 2026,544,609,413,478,396,466,265,300,"Axe, Bow, Dagger, Fan, Polearm, Staff, Sword, Tome"
Carroll,,"Character%20List/Spear_Polearm%2036.png, Character%20List/Wind%2062.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,6 de junio de 2024,Orsterra,251,286,290,340,300,350,27 de julio de 2022,,,Yes,3450,4350,Power,28 de octubre de 2020,H | <7.0,"7,5",キャロル,Merchant,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,349,414,343,393,327,407,225,260,"Polearm, Wind"
Phenn,Unreleased in GL,Character%20List/Bow%2034.png,Unavailable,,,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Unavailable,,,Orsterra,-65,,-50,,-20,,,,,Never,-820,,Power,,,,,Hunter,Memoir,Traveler of Memories,Unavailable,,,-65,,-50,,-80,,-50,,"Axe, Bow"
Shelby,,"Character%20List/Axe%2039.png, Character%20List/Ice%2047.png",Available in GL,16 de enero de 2025,26 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,228,278,301,366,233,283,27 de julio de 2022,,,Yes,3220,4040,Wealth,28 de octubre de 2020,F+ | 8.5,9,シェルビー,Apothecary,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,340,390,387,437,388,458,281,331,"Axe, Ice"
Juan,,"Character%20List/Spear_Polearm%2037.png, Character%20List/Dark%2058.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,251,286,280,330,280,330,27 de julio de 2022,,,Yes,3470,4370,Fame,28 de octubre de 2020,H | <7.0,"7,5",フアン,Merchant,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,359,424,363,413,317,397,225,260,"Dark, Polearm"
Peredir,,"Character%20List/Tome%2048.png, Character%20List/Fire%2072.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,18 de enero de 2024,Orsterra,231,281,357,422,330,380,27 de julio de 2022,,,Yes,2886,3546,Fame,28 de octubre de 2020,F | 8.0,8,ペレディール,Scholar,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,241,291,305,355,557,647,278,328,"Fire, Ice, Tome"
Richard EX,Unreleased in GL,"Character%20List/Sword%2061.png, Character%20List/Polearm%2010.png, Character%20List/Dagger%2041.png, Character%20List/Axe%2040.png, Character%20List/Bow%2035.png, Character%20List/Staff%2012.png, Character%20List/Tome%2049.png, Character%20List/Fan%2037.png",Available in JP,,23 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,23 de octubre de 2025,Orsterra,416,451,245,295,310,360,,,,Never,3750,4650,Fame,23 de octubre de 2025,S+ | 9.9,"9,9",商人リシャール,Merchant,Memoir,Traveler of Memories,Available in JP,,23 de octubre de 2025,549,614,398,448,392,472,225,260,"Axe, Bow, Dagger, Fan, Polearm, Staff, Sword, Tome"
Nanna,,"Character%20List/Sword%2062.png, Character%20List/Dark%2059.png",Available in GL,16 de enero de 2025,22 de junio de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,323,373,257,307,266,316,27 de julio de 2022,,,Yes,3202,4022,Power,28 de octubre de 2020,G | 7.5-7.0,8,ナンナ,Warrior,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,389,454,333,398,291,361,285,320,"Dark, Sword"
Vivian,,"Character%20List/Bow%2036.png, Character%20List/Light%2068.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,11 de abril de 2024,Orsterra,385,450,250,300,273,293,27 de julio de 2022,,,Yes,3042,3862,Power,28 de octubre de 2020,H | <7.0,"7,5",ビビアン,Hunter,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,357,422,223,273,391,471,340,390,"Bow, Light"
Guti,,"Character%20List/Bow%2037.png, Character%20List/Wind%2063.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,15 de agosto de 2024,Orsterra,385,450,240,290,263,283,27 de julio de 2022,,,Yes,3062,3882,Fame,28 de octubre de 2020,H | <7.0,"7,5",グティ,Hunter,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,367,432,243,293,371,451,340,390,"Bow, Wind"
Bertrand,,"Character%20List/Bow%2038.png, Character%20List/Lightning_Thunder%2039.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,12 de septiembre de 2024,Orsterra,378,443,257,307,261,281,27 de julio de 2022,,,Yes,3052,3872,Wealth,28 de octubre de 2020,F | 8.0,"8,5",ベルトラン,Hunter,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,364,429,218,268,383,463,335,385,"Bow, Lightning"
Rocbouquet,Unreleased in GL,"Character%20List/Fan%2038.png, Character%20List/Lightning%2017.png, Character%20List/Wind%2064.png, Character%20List/Dark%2060.png",Available in JP,,19 de febrero de 2026,19 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),287,322,572,637,402,452,,,,Never,3266,4086,Power,19 de febrero de 2026,S++ | 10.0,10,七英雄ロックブーケ,Dancer,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,19 de febrero de 2026,270,320,320,370,544,614,312,377,"Dark, Fan, Lightning, Wind"
Conny,,"Character%20List/Spear_Polearm%2038.png, Character%20List/Lightning_Thunder%2040.png",Available in GL,16 de enero de 2025,22 de junio de 2023,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,251,286,288,338,285,335,27 de julio de 2022,,,Yes,3460,4360,Wealth,28 de octubre de 2020,G | 7.5-7.0,8,コニー,Merchant,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,,351,416,348,398,322,402,235,270,"Lightning, Polearm"
Sigrid,No,"Character%20List/Sword%2063.png, Character%20List/Lightning_Thunder%2041.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,7 de diciembre de 2023,Orsterra,323,373,247,297,240,290,27 de julio de 2022,,,Yes,3210,4030,Power,28 de octubre de 2020,F | 8.0,8,ジークリット,Warrior,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,394,459,330,395,296,366,296,331,"Lightning, Sword"
Saria,,"Character%20List/Axe%2041.png, Character%20List/Ice%2048.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,7 de diciembre de 2023,Orsterra,238,288,306,371,233,283,27 de julio de 2022,,,Yes,3210,4030,Power,28 de octubre de 2020,H | <7.0,7,サーリア,Apothecary,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,340,390,387,437,393,463,281,331,"Axe, Ice"
Trish,,"Character%20List/Sword%2064.png, Character%20List/Wind%2065.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,314,364,269,319,256,306,27 de julio de 2022,,,Yes,3195,4015,Wealth,28 de octubre de 2020,F | 8.0,8,トリッシュ,Warrior,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,27 de febrero de 2025,386,451,333,398,292,362,282,317,"Sword, Wind"
Penny,No,"Character%20List/Axe%2042.png, Character%20List/Lightning_Thunder%2042.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,14 de febrero de 2024,Orsterra,228,278,301,366,238,288,27 de julio de 2022,,,Yes,3220,4040,Wealth,28 de octubre de 2020,H | <7.0,"7,5",ペニー,Apothecary,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,345,395,392,442,388,458,281,331,"Axe, Lightning"
Menny,No,"Character%20List/Sword%2065.png, Character%20List/Light%2069.png",Available in GL,16 de enero de 2025,6 de julio de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,18 de enero de 2024,Orsterra,323,373,252,302,251,301,27 de julio de 2022,,,Yes,2212,3032,Wealth,28 de octubre de 2020,G | 7.5-7.0,8,メニー,Warrior,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,394,459,338,403,286,356,295,330,"Light, Sword"
Yugo,,"Character%20List/Sword%2066.png, Character%20List/Ice%2049.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,29 de febrero de 2024,Orsterra,323,373,247,297,246,296,27 de julio de 2022,,,Yes,3222,4042,Fame,28 de octubre de 2020,H | <7.0,"7,5",ウーゴ,Warrior,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,399,464,353,418,281,351,285,320,"Ice, Sword"
Telly,,"Character%20List/Staff_Staves%2033.png, Character%20List/Ice%2050.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,4 de enero de 2024,Orsterra,283,318,350,415,399,464,27 de julio de 2022,,,Yes,2772,3512,Wealth,28 de octubre de 2020,H | <7.0,"7,5",テリー,Cleric,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,271,321,282,332,420,500,296,346,"Ice, Staff"
Ashlan,,"Character%20List/Bow%2039.png, Character%20List/Dark%2061.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,26 de octubre de 2023,Orsterra,367,432,235,285,263,283,27 de julio de 2022,,,Yes,3085,3905,Fame,28 de octubre de 2020,F | 8.0,"8,5",アシラン,Hunter,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,7 de noviembre de 2024,357,422,221,271,372,452,362,412,"Bow, Dark"
Rita,,"Character%20List/Axe%2043.png, Character%20List/Wind%2066.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,227,277,306,371,228,278,27 de julio de 2022,,,Yes,3223,4043,Power,28 de octubre de 2020,F | 8.0,8,リタ,Apothecary,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,8 de mayo de 2025,335,385,389,439,390,460,281,331,"Axe, Wind"
Jorge,No,"Character%20List/Axe%2044.png, Character%20List/Fire%2073.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,26 de febrero de 2026,Available in JP,⭐️⭐️⭐️,Available in GL,,1 de agosto de 2024,Orsterra,228,278,296,361,223,273,27 de julio de 2022,,,Yes,3250,4070,Fame,28 de octubre de 2020,H | <7.0,7,ホルヘ,Apothecary,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,350,400,397,447,383,453,281,331,"Axe, Fire"
Manuel,,"Character%20List/Fan%2039.png, Character%20List/Wind%2067.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,20 de junio de 2024,Orsterra,237,272,312,377,287,337,27 de julio de 2022,,,Yes,1986,2806,Fame,28 de octubre de 2020,H | <7.0,"7,5",マヌエル,Dancer,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,210,260,200,250,409,479,277,342,"Fan, Wind"
Evelyn,,"Character%20List/Fan%2040.png, Character%20List/Dark%2062.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,25 de abril de 2024,Orsterra,272,307,387,452,347,397,27 de julio de 2022,,,Yes,2766,3586,Power,28 de octubre de 2020,G | 7.5-7.0,8,イヴリン,Dancer,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,250,300,240,290,489,559,352,417,"Dark, Fan"
Billy,No,"Character%20List/Dagger%2042.png, Character%20List/Light%2070.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,26 de octubre de 2023,Orsterra,348,398,251,301,258,308,27 de julio de 2022,,,Yes,2892,3712,Wealth,28 de octubre de 2020,D | 9.2-9.1,"9,2",ビリー,Thief,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,358,423,285,305,322,402,410,475,"Dagger, Light"
Pearl,,"Character%20List/Staff_Staves%2034.png, Character%20List/Fire%2074.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,14 de marzo de 2024,Orsterra,283,318,355,420,404,469,27 de julio de 2022,,,Yes,2762,3502,Power,28 de octubre de 2020,H | <7.0,"7,5",パール,Cleric,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,266,316,277,327,415,495,306,356,"Fire, Staff"
Merrit,,"Character%20List/Axe%2045.png, Character%20List/Light%2071.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,14 de febrero de 2024,Orsterra,223,273,310,375,228,278,27 de julio de 2022,,,Yes,3210,4030,Wealth,28 de octubre de 2020,F | 8.0,"8,5",メレット,Apothecary,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,27 de marzo de 2025,338,388,382,432,403,473,276,326,"Axe, Light"
José,,"Character%20List/Staff_Staves%2035.png, Character%20List/Light%2072.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,31 de enero de 2024,Orsterra,283,318,345,410,394,459,27 de julio de 2022,,,Yes,2782,3522,Fame,28 de octubre de 2020,G | 7.5-7.0,8,ホセ,Cleric,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,,276,326,297,347,405,485,296,346,"Light, Staff"
Eunice,,"Character%20List/Tome%2050.png, Character%20List/Light%2073.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️,Available in GL,,4 de julio de 2024,Orsterra,236,286,369,434,340,390,27 de julio de 2022,,,Yes,2886,3546,Power,28 de octubre de 2020,G | 7.5-7.0,8,ユニス,Scholar,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,,246,296,291,341,557,647,283,333,"Light, Tome"
Tithi,No,"Character%20List/Fan%2041.png, Character%20List/Lightning_Thunder%2043.png",Available in GL,13 de marzo de 2025,7 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de marzo de 2025,7 de diciembre de 2023,Orsterra,239,274,417,482,337,387,5 de abril de 2023,"5,6",C (5.99 - 5.00),Never,2776,3596,Fame,1 de diciembre de 2021,D | 9.2-9.1,"9,1",ティティ,Dancer,Sufrataljah,Sacred Blaze Guidance,Available in JP,,27 de febrero de 2025,230,280,227,277,494,564,412,477,"Fan, Lightning"
Felline,,"Character%20List/Dagger%2043.png, Character%20List/Lightning_Thunder%2044.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,338,388,256,306,273,323,27 de julio de 2022,,,Yes,2882,3702,Power,28 de octubre de 2020,G | 7.5-7.0,8,フェリーネ,Thief,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,363,428,280,300,327,407,410,475,"Dagger, Lightning"
Lucetta,No,"Character%20List/Bow%2040.png, Character%20List/Ice%2051.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,25 de abril de 2024,Orsterra,387,452,238,288,258,278,27 de julio de 2022,,,Yes,3035,3855,Power,28 de octubre de 2020,D | 9.2-9.1,"9,1",ルーセッタ,Hunter,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,20 de marzo de 2025,357,422,223,273,391,471,354,404,"Bow, Ice"
Harry,,"Character%20List/Fan%2042.png, Character%20List/Fire%2075.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,21 de diciembre de 2023,Orsterra,282,317,382,447,342,392,27 de julio de 2022,,,Yes,2776,3596,Wealth,28 de octubre de 2020,H | <7.0,7,ハリー,Dancer,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,7 de noviembre de 2024,255,305,245,295,484,554,342,407,"Fan, Fire"
Rodion,,"Character%20List/Axe%2046.png, Character%20List/Dark%2063.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,11 de abril de 2024,Orsterra,221,271,294,359,218,268,27 de julio de 2022,,,Yes,3245,4065,Fame,28 de octubre de 2020,F | 8.0,8,ロディオン,Apothecary,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,355,405,392,442,383,453,274,324,"Axe, Dark"
Diego,,"Character%20List/Dagger%2044.png, Character%20List/Fire%2076.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️,Available in GL,,9 de mayo de 2024,Orsterra,338,388,246,296,253,303,27 de julio de 2022,,,Yes,2902,3722,Fame,28 de octubre de 2020,H | <7.0,"7,5",ディエゴ,Thief,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,,363,428,300,320,317,397,410,475,"Dagger, Fire"
Julio,,"Character%20List/Tome%2051.png, Character%20List/Ice%2052.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,18 de julio de 2024,Orsterra,184,234,284,349,280,330,27 de julio de 2022,,,Yes,2266,2926,Fame,28 de octubre de 2020,H | <7.0,7,フリオ,Scholar,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,206,256,251,301,457,547,233,283,"Ice, Tome"
Dorrie,,"Character%20List/Tome%2052.png, Character%20List/Dark%2064.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,9 de noviembre de 2023,Orsterra,236,286,354,419,335,385,27 de julio de 2022,,,Yes,2896,3556,Wealth,28 de octubre de 2020,H | <7.0,"7,5",ドリー,Scholar,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,251,301,306,356,552,642,283,333,"Dark, Tome"
Sunny,,"Character%20List/Bow%2041.png, Character%20List/Dark%2065.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,22 de noviembre de 2023,Orsterra,320,385,195,245,248,268,27 de julio de 2022,,,Yes,2232,3052,Wealth,28 de octubre de 2020,H | <7.0,7,サニー,Hunter,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,307,372,176,226,296,376,290,340,"Bow, Dark"
Hayes,No,"Character%20List/Axe%2047.png, Character%20List/Fire%2077.png",Available in GL,6 de marzo de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,15 de agosto de 2024,Orsterra,267,317,322,387,230,280,12 de abril de 2023,5,C (5.99 - 5.00),Yes,3170,3990,Power,25 de noviembre de 2021,F+ | 8.5,"8,5",ヘイズ,Apothecary,Cragspear,Chance Encounters,Unavailable,,,420,470,340,390,348,418,268,318,"Axe, Fire"
Fabio,,"Character%20List/Fan%2043.png, Character%20List/Wind%2068.png",Available in GL,16 de enero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,1 de agosto de 2024,Orsterra,272,307,376,441,342,392,27 de julio de 2022,,,Yes,2776,3596,Wealth,28 de octubre de 2020,F | 8.0,"8,5",ファビオ,Dancer,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,250,300,255,305,480,550,337,402,"Fan, Wind"
Iris,,"Character%20List/Fan%2044.png, Character%20List/Ice%2053.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,15 de agosto de 2024,Orsterra,267,302,382,447,347,397,27 de julio de 2022,,,Yes,2766,3586,Fame,28 de octubre de 2020,F | 8.0,8,イリス,Dancer,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,255,305,240,290,484,554,342,407,"Fan, Ice"
Camilla,,"Character%20List/Bow%2042.png, Character%20List/Fire%2078.png",Available in GL,16 de enero de 2025,26 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,31 de enero de 2024,Orsterra,378,443,240,290,278,298,27 de julio de 2022,,,Yes,3072,3892,Wealth,28 de octubre de 2020,F | 8.0,8,カミラ,Hunter,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,350,415,238,288,371,451,333,383,"Bow, Fire"
Joshua,No,"Character%20List/Sword%2067.png, Character%20List/Ice%2054.png",Available in GL,6 de marzo de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de junio de 2025,25 de abril de 2024,Orsterra,353,403,257,307,241,291,19 de abril de 2023,"3,4",E (3.99 - 0.00),Yes,3217,4037,Fame,23 de diciembre de 2021,F | 8.0,8,ジョシュア,Warrior,Cathedral of Thytos,Chance Encounters,Available in GL,30 de octubre de 2025,29 de mayo de 2025,374,439,298,363,291,361,360,395,"Ice, Sword"
Wingate,,"Character%20List/Dagger%2045.png, Character%20List/Dark%2066.png",Available in GL,16 de enero de 2025,26 de octubre de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,20 de junio de 2024,Orsterra,298,348,208,258,201,251,27 de julio de 2022,,,Yes,2062,2882,Wealth,28 de octubre de 2020,F | 8.0,"8,5",ウィンゲート,Thief,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,7 de noviembre de 2024,290,355,260,280,242,322,345,410,"Dagger, Dark"
Cless,,"Character%20List/Dagger%2046.png, Character%20List/Lightning_Thunder%2045.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,333,383,241,291,244,294,27 de julio de 2022,,,Yes,2932,3752,Fame,28 de octubre de 2020,F | 8.0,"8,5",クレス,Thief,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,27 de marzo de 2025,368,433,283,303,318,398,405,470,"Dagger, Lightning"
Largo,No,"Character%20List/Spear_Polearm%2039.png, Character%20List/Bow%2043.png, Character%20List/Fire%2079.png, Character%20List/Lightning_Thunder%2046.png",Available in GL,12 de junio de 2025,6 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de junio de 2025,6 de junio de 2024,Orsterra,212,247,367,417,266,316,19 de abril de 2023,"3,75",E (3.99 - 0.00),Never,3260,4160,Fame,23 de diciembre de 2021,F+ | 8.5,"8,5",ラルゴ,Merchant,Atlasdam,Tourney,Unavailable,,,311,376,326,376,347,427,240,275,"Bow, Fire, Lightning, Polearm"
Aslyte,,"Character%20List/Dagger%2047.png, Character%20List/Ice%2055.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,29 de febrero de 2024,Orsterra,330,380,266,316,253,303,27 de julio de 2022,,,Yes,2887,3707,Fame,28 de octubre de 2020,F | 8.0,"8,5",アズライト,Thief,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,8 de mayo de 2025,350,415,272,292,337,417,412,477,"Dagger, Ice"
Kurtz,No,"Character%20List/Dagger%2048.png, Character%20List/Wind%2069.png",Available in GL,16 de enero de 2025,22 de junio de 2023,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,25 de abril de 2024,Orsterra,335,385,246,296,265,315,27 de julio de 2022,,,Yes,2892,3712,Wealth,28 de octubre de 2020,F+ | 8.5,9,カルツ,Thief,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,353,418,288,308,317,397,403,468,"Dagger, Wind"
